縣市,鄉鎮市區,SD_S,SD_1,SM_S,SM_1,臨近之斷層
臺中市,北區,0.80,0.45,1.00,0.55,三義斷層、大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層
臺中市,西屯區,0.80,0.45,1.00,0.55,屯子腳斷層、三義斷層、大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
臺中市,南屯區,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
臺中市,北屯區,0.80,0.45,1.00,0.55,屯子腳斷層、三義斷層、大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層

彰化縣,彰化市,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,鹿港鎮,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,和美鎮,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,線西鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,伸港鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,福興鄉,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,秀水鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,花壇鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,芬園鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,員林市,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,溪湖鎮,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,田中鎮,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,大村鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,埔鹽鄉,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,埔心鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,永靖鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,社頭鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,二水鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段
彰化縣,北斗鎮,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,二林鎮,0.70,0.40,0.90,0.50
彰化縣,田尾鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,埤頭鄉,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
彰化縣,芳苑鄉,0.70,0.40,0.90,0.50
彰化縣,大城鄉,0.70,0.40,0.90,0.50
彰化縣,竹塘鄉,0.70,0.40,0.90,0.50
彰化縣,溪州鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層

南投縣,南投市,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,埔里鎮,0.70,0.40,0.90,0.50,大茅埔-雙冬斷層
南投縣,草屯鎮,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,竹山鎮,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層、大尖山斷層、觸口斷層
南投縣,集集鎮,0.80,0.45,1.00,0.55,車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,名間鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,鹿谷鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、大茅埔-雙冬斷層、大尖山斷層、觸口斷層
南投縣,中寮鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,魚池鄉,0.70,0.40,0.90,0.50,大茅埔-雙冬斷層
南投縣,國姓鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,水里鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、大茅埔-雙冬斷層
南投縣,信義鄉,0.70,0.40,0.90,0.50,大茅埔-雙冬斷層
南投縣,仁愛鄉,0.70,0.40,0.90,0.50

雲林縣,斗六市,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、梅山斷層、大尖山斷層、觸口斷層
雲林縣,斗南鎮,0.70,0.40,0.90,0.50,梅山斷層
雲林縣,虎尾鎮,0.70,0.40,0.90,0.50
雲林縣,西螺鎮,0.70,0.40,0.90,0.50,大甲斷層全段、鐵砧山斷層、彰化斷層
雲林縣,土庫鎮,0.70,0.40,0.90,0.50
雲林縣,北港鎮,0.70,0.40,0.90,0.50
雲林縣,古坑鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、梅山斷層、大尖山斷層、觸口斷層
雲林縣,大埤鄉,0.70,0.40,0.90,0.50,梅山斷層
雲林縣,莿桐鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層
雲林縣,林內鄉,0.80,0.45,1.00,0.55,大甲斷層全段、鐵砧山斷層、彰化斷層、車籠埔斷層全段、大尖山斷層、觸口斷層
雲林縣,二崙鄉,0.70,0.40,0.90,0.50
雲林縣,崙背鄉,0.70,0.40,0.90,0.50
雲林縣,麥寮鄉,0.70,0.40,0.90,0.50
雲林縣,東勢鄉,0.70,0.40,0.90,0.50
雲林縣,褒忠鄉,0.70,0.40,0.90,0.50
雲林縣,臺西鄉,0.70,0.40,0.90,0.50
雲林縣,元長鄉,0.70,0.40,0.90,0.50
雲林縣,四湖鄉,0.70,0.40,0.90,0.50
雲林縣,口湖鄉,0.70,0.40,0.90,0.50
雲林縣,水林鄉,0.70,0.40,0.90,0.50

嘉義縣,太保市,0.70,0.40,0.90,0.50,梅山斷層
嘉義縣,朴子市,0.70,0.40,0.90,0.50
嘉義縣,布袋鎮,0.70,0.40,0.90,0.50 
嘉義縣,大林鎮,0.80,0.45,1.00,0.55,車籠埔斷層全段、梅山斷層、大尖山斷層、觸口斷層
嘉義縣,民雄鄉,0.80,0.45,1.00,0.55,梅山斷層、大尖山斷層、觸口斷層
嘉義縣,溪口鄉,0.80,0.45,1.00,0.55,梅山斷層
嘉義縣,新港鄉,0.70,0.40,0.90,0.50,梅山斷層
嘉義縣,六腳鄉,0.70,0.40,0.90,0.50
嘉義縣,東石鄉,0.70,0.40,0.90,0.50
嘉義縣,義竹鄉,0.70,0.40,0.90,0.50
嘉義縣,鹿草鄉,0.70,0.40,0.90,0.50
嘉義縣,水上鄉,0.70,0.40,0.90,0.50,大尖山斷層、觸口斷層
嘉義縣,中埔鄉,0.80,0.45,1.00,0.55,大尖山斷層、觸口斷層
嘉義縣,竹崎鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、梅山斷層、大尖山斷層、觸口斷層
嘉義縣,梅山鄉,0.80,0.45,1.00,0.55,車籠埔斷層全段、梅山斷層、大尖山斷層、觸口斷層
嘉義縣,番路鄉,0.80,0.45,1.00,0.55,大尖山斷層、觸口斷層
嘉義縣,大埔鄉,0.80,0.45,1.00,0.55,大尖山斷層、觸口斷層
嘉義縣,阿里山鄉,0.70,0.40,0.90,0.50,大尖山斷層、觸口斷層

嘉義市,東區,0.80,0.45,1.00,0.55,梅山斷層
嘉義市,西區,0.80,0.45,1.00,0.55,梅山斷層

臺南市,新營區,0.70,0.40,0.90,0.50
臺南市,鹽水區,0.70,0.40,0.90,0.50
臺南市,白河區,0.80,0.45,1.00,0.55,大尖山斷層、觸口斷層、六甲斷層
臺南市,柳營區,0.80,0.45,1.00,0.55,六甲斷層
臺南市,後壁區,0.70,0.40,0.90,0.50
臺南市,東山區,0.80,0.45,1.00,0.55,大尖山斷層、觸口斷層、六甲斷層
臺南市,麻豆區,0.70,0.40,0.90,0.50
臺南市,下營區,0.70,0.40,0.90,0.50
臺南市,六甲區,0.80,0.45,1.00,0.55,六甲斷層
臺南市,官田區,0.80,0.45,1.00,0.55,六甲斷層
臺南市,大內區,0.70,0.40,0.90,0.50,新化斷層
臺南市,佳里區,0.70,0.40,0.90,0.50
臺南市,學甲區,0.70,0.40,0.90,0.50
臺南市,西港區,0.70,0.40,0.90,0.50
臺南市,七股區,0.70,0.40,0.90,0.50
臺南市,將軍區,0.70,0.40,0.90,0.50
臺南市,北門區,0.70,0.40,0.90,0.50
臺南市,新化區,0.80,0.45,1.00,0.55,新化斷層
臺南市,善化區,0.70,0.40,0.90,0.50,新化斷層
臺南市,新市區,0.80,0.45,1.00,0.55,新化斷層
臺南市,安定區,0.70,0.40,0.90,0.50
臺南市,山上區,0.80,0.45,1.00,0.55,新化斷層
臺南市,楠西區,0.70,0.40,0.90,0.50
臺南市,南化區,0.70,0.40,0.90,0.50
臺南市,左鎮區,0.80,0.45,1.00,0.55,新化斷層
臺南市,仁德區,0.70,0.40,0.90,0.50
臺南市,歸仁區,0.70,0.40,0.90,0.50,新化斷層
臺南市,關廟區,0.70,0.40,0.90,0.50,新化斷層
臺南市,龍崎區,0.70,0.40,0.90,0.50
臺南市,永康區,0.80,0.45,1.00,0.55,新化斷層
臺南市,東區,0.70,0.40,0.90,0.50
臺南市,南區,0.70,0.40,0.90,0.50
臺南市,中西區,0.70,0.40,0.90,0.50
臺南市,北區,0.70,0.40,0.90,0.50
臺南市,安南區,0.70,0.40,0.90,0.50
臺南市,安平區,0.70,0.40,0.90,0.50

高雄市,鳳山區,0.60,0.35,0.80,0.50
高雄市,林園區,0.50,0.30,0.70,0.45
高雄市,大寮區,0.60,0.35,0.80,0.45
高雄市,大樹區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,大社區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,仁武區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,鳥松區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,岡山區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,橋頭區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,燕巢區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,田寮區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,阿蓮區,0.70,0.40,0.90,0.50
高雄市,路竹區,0.70,0.35,0.90,0.50
高雄市,湖內區,0.70,0.35,0.90,0.50
高雄市,茄萣區,0.70,0.35,0.90,0.50
高雄市,永安區,0.70,0.35,0.90,0.50
高雄市,彌陀區,0.70,0.35,0.90,0.50
高雄市,梓官區,0.70,0.40,0.90,0.50
高雄市,旗山區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,美濃區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,六龜區,0.70,0.40,0.90,0.50
高雄市,甲仙區,0.70,0.40,0.90,0.50
高雄市,杉林區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,內門區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,茂林區,0.70,0.40,0.90,0.50
高雄市,桃源區,0.70,0.40,0.90,0.50
高雄市,那瑪夏區,0.70,0.40,0.90,0.50
高雄市,鹽埕區,0.60,0.35,0.80,0.50
高雄市,鼓山區,0.60,0.35,0.80,0.50
高雄市,左營區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,楠梓區,0.80,0.45,1.00,0.55,旗山斷層
高雄市,三民區,0.70,0.40,0.90,0.50,旗山斷層
高雄市,新興區,0.60,0.35,0.80,0.50
高雄市,前金區,0.60,0.35,0.80,0.50
高雄市,苓雅區,0.60,0.35,0.80,0.50
高雄市,前鎮區,0.50,0.35,0.70,0.50
高雄市,旗津區,0.50,0.35,0.70,0.50
高雄市,小港區,0.50,0.35,0.70,0.45

屏東縣,屏東市,0.60,0.35,0.80,0.50
屏東縣,潮州鎮,0.60,0.30,0.80,0.45
屏東縣,東港鎮,0.50,0.30,0.70,0.40
屏東縣,恆春鎮,0.50,0.30,0.70,0.40
屏東縣,萬丹鄉,0.60,0.35,0.80,0.45
屏東縣,長治鄉,0.60,0.35,0.80,0.50
屏東縣,麟洛鄉,0.60,0.35,0.80,0.50
屏東縣,九如鄉,0.70,0.40,0.90,0.50
屏東縣,里港鄉,0.70,0.40,0.90,0.50,旗山斷層
屏東縣,鹽埔鄉,0.60,0.35,0.80,0.50
屏東縣,高樹鄉,0.70,0.40,0.90,0.50
屏東縣,萬巒鄉,0.60,0.35,0.80,0.45
屏東縣,內埔鄉,0.60,0.35,0.80,0.50
屏東縣,竹田鄉,0.60,0.35,0.80,0.45
屏東縣,新埤鄉,0.60,0.30,0.70,0.40
屏東縣,枋寮鄉,0.50,0.30,0.70,0.40
屏東縣,新園鄉,0.50,0.30,0.70,0.45
屏東縣,崁頂鄉,0.50,0.30,0.80,0.45
屏東縣,林邊鄉,0.50,0.30,0.70,0.40
屏東縣,南州鄉,0.50,0.30,0.70,0.40
屏東縣,佳冬鄉,0.50,0.30,0.70,0.40
屏東縣,琉球鄉,0.50,0.30,0.70,0.40
屏東縣,車城鄉,0.50,0.30,0.70,0.40
屏東縣,滿州鄉,0.50,0.30,0.70,0.40
屏東縣,枋山鄉,0.50,0.30,0.70,0.40
屏東縣,三地門鄉,0.70,0.40,0.90,0.50
屏東縣,霧臺鄉,0.70,0.40,0.90,0.50
屏東縣,瑪家鄉,0.70,0.35,0.90,0.50
屏東縣,泰武鄉,0.70,0.35,0.90,0.50
屏東縣,來義鄉,0.60,0.30,0.80,0.45
屏東縣,春日鄉,0.50,0.30,0.70,0.40
屏東縣,獅子鄉,0.50,0.30,0.70,0.40
屏東縣,牡丹鄉,0.50,0.30,0.70,0.40

澎湖縣,馬公市,0.40,0.25,0.65,0.35
澎湖縣,湖西鄉,0.40,0.25,0.65,0.35
澎湖縣,白沙鄉,0.40,0.25,0.65,0.35
澎湖縣,西嶼鄉,0.35,0.20,0.55,0.35
澎湖縣,望安鄉,0.35,0.20,0.55,0.35
澎湖縣,七美鄉,0.35,0.20,0.55,0.35

臺東縣,臺東市,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,成功鎮,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,關山鎮,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,卑南鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,鹿野鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,池上鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,東河鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,長濱鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,太麻里鄉,0.70,0.40,0.90,0.50
臺東縣,大武鄉,0.60,0.30,0.80,0.45
臺東縣,綠島鄉,0.80,0.45,1.00,0.55
臺東縣,海端鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,延平鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
臺東縣,金峰鄉,0.70,0.40,0.90,0.50
臺東縣,達仁鄉,0.60,0.30,0.80,0.45
臺東縣,蘭嶼鄉,0.70,0.40,0.90,0.50

花蓮縣,花蓮市,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,鳳林鎮,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,玉里鎮,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,新城鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,吉安鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,壽豐鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,光復鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,豐濱鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,瑞穗鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,富里鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,秀林鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,萬榮鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***
花蓮縣,卓溪鄉,0.80,0.45,1.00,0.55,米崙斷層、嶺頂斷層***、瑞穗斷層、玉里斷層、池上斷層、鹿野斷層、利吉斷層***

金門縣,金湖鎮,0.40,0.25,0.50,0.35
金門縣,金沙鎮,0.35,0.20,0.50,0.35
金門縣,金城鎮,0.35,0.20,0.50,0.35
金門縣,金寧鄉,0.35,0.20,0.45,0.30
金門縣,烈嶼鄉,0.35,0.20,0.45,0.30
金門縣,烏坵鄉,0.80,0.50,1.00,0.55

